transaction_id,user_id,product_id,rating,quantity,total_price,timestamp
2284,792,125,2,1,147.9,2026-03-09 21:14:03
2285,88,88,1,2,266.82,2025-10-08 07:44:20
2286,204,89,4,1,184.71,2024-05-09 06:08:20
2287,783,94,3,3,1423.44,2025-01-25 04:09:57
2288,214,74,5,2,561.16,2025-11-26 11:32:54
2289,543,219,4,2,496.28,2025-06-12 09:23:30
2290,415,32,1,3,606.27,2024-10-28 08:58:47
2291,237,227,5,1,444.93,2024-12-28 01:58:22
2292,558,80,4,3,450.33,2025-03-14 22:25:35
2293,820,247,1,3,1066.92,2025-12-29 11:29:37
2294,715,112,4,4,231.04,2026-03-23 10:42:04
2295,950,119,1,1,194.65,2025-02-18 20:03:24
2296,331,227,1,2,889.86,2025-08-17 06:39:06
2297,406,117,3,4,367.24,2024-06-28 03:33:18
2298,115,283,5,2,820.6,2024-08-02 08:52:12
2299,625,35,4,4,972.04,2026-01-30 08:43:12
2300,336,228,3,2,853.68,2025-10-15 20:06:24
2301,81,173,2,2,74.7,2026-04-08 03:58:26
2302,375,58,4,1,269.56,2025-01-31 15:17:40
2303,428,168,5,1,326.83,2025-12-07 02:01:38
2304,649,189,3,2,770.6,2025-07-11 19:56:04
2305,618,72,3,2,345.88,2024-09-10 10:24:40
2306,170,205,1,1,308.64,2025-07-05 07:14:03
2307,999,195,4,1,120.64,2024-12-07 02:27:53
2308,275,7,1,3,1439.22,2025-11-02 08:00:25
2309,566,104,2,1,70.48,2024-08-19 23:31:59
2310,599,258,2,2,759.06,2025-09-22 23:18:46
2311,203,31,1,2,607.68,2025-07-19 01:09:14
2312,80,11,1,2,912.74,2026-03-16 22:21:50
2313,384,287,5,4,222.36,2026-04-25 11:48:03
2314,126,47,4,1,431.01,2025-05-16 07:31:50
2315,619,275,1,3,101.01,2025-08-05 18:45:58
2316,474,134,3,1,250.7,2024-07-10 05:39:00
2317,841,50,1,3,114.6,2026-03-22 08:27:33
2318,780,23,5,3,365.31,2026-05-07 10:16:12
2319,996,59,4,3,610.14,2026-01-19 19:49:54
2320,826,216,1,1,464.24,2024-06-27 16:57:25
2321,935,90,4,3,413.07,2025-09-16 23:07:17
2322,557,257,5,3,1229.67,2026-01-15 13:30:26
2323,533,52,2,3,1348.62,2026-04-16 16:20:51
2324,948,67,5,1,359.41,2025-10-02 20:25:56
2325,300,160,2,4,639.44,2024-10-09 20:40:46
2326,232,68,2,4,827.8,2025-04-12 07:36:16
2327,949,116,3,1,318.38,2025-12-05 21:28:31
2328,260,79,1,4,299.36,2025-05-17 20:38:59
2329,963,74,2,4,1122.32,2025-05-12 00:33:28
2330,23,274,1,3,879.51,2025-12-22 12:27:25
2331,832,186,3,4,94.44,2026-04-04 12:36:06
2332,513,131,3,1,138.61,2024-11-16 19:22:19
2333,467,285,1,1,83.67,2025-06-10 04:25:16
2334,100,189,5,2,770.6,2026-01-22 09:48:54
2335,858,241,2,3,531.51,2025-01-12 04:49:23
2336,417,176,3,3,1110.72,2024-11-23 13:18:06
2337,853,233,4,1,133.58,2025-10-05 12:06:31
2338,229,171,5,2,699.32,2026-02-01 19:49:31
2339,41,122,3,2,192.52,2025-08-25 15:18:55
2340,600,267,1,1,420.86,2024-08-29 17:09:51
2341,759,244,5,2,526.04,2025-06-28 05:20:55
2342,147,174,1,2,805.94,2025-09-21 10:44:49
2343,334,142,4,4,24.64,2024-07-05 22:02:46
2344,865,55,3,2,838.2,2024-08-29 11:01:15
2345,423,161,5,1,350.22,2026-01-05 12:01:53
2346,710,159,1,4,1144.52,2025-06-19 12:44:32
2347,558,205,4,2,617.28,2025-10-15 11:14:48
2348,472,74,1,3,841.74,2024-08-30 18:32:26
2349,589,187,2,4,1262.48,2025-11-18 03:37:51
2350,930,87,5,4,1257.04,2025-05-15 03:43:38
2351,909,225,2,1,439.34,2026-02-19 13:07:56
2352,248,69,3,1,114.88,2025-05-29 23:15:07
2353,956,191,5,1,370.1,2024-09-26 05:11:07
2354,663,286,4,2,997.16,2025-08-11 04:56:44
2355,608,263,1,1,318.83,2025-05-15 03:52:31
2356,113,125,4,4,591.6,2025-01-27 07:45:13
2357,930,121,5,2,174.62,2026-04-17 15:17:04
2358,482,122,2,1,96.26,2025-06-22 15:14:45
2359,772,39,2,1,290.93,2025-09-26 23:52:19
2360,289,200,4,4,1913.72,2024-05-20 22:34:50
2361,917,173,2,3,112.05,2024-07-30 03:36:24
2362,82,62,4,2,84.74,2025-12-15 22:50:33
2363,12,234,1,3,87.45,2025-10-07 05:08:40
2364,115,218,1,2,402.28,2025-06-29 02:54:14
2365,691,16,2,2,792.18,2026-03-10 01:43:00
2366,893,226,1,2,280.22,2025-06-19 15:38:36
2367,408,141,2,3,1231.38,2024-10-09 16:03:33
2368,624,127,5,3,921.45,2025-08-02 18:58:19
2369,601,203,1,4,1760.64,2024-08-28 09:49:03
2370,448,85,4,4,1293.0,2026-02-22 11:46:18
2371,810,9,1,1,214.68,2024-12-26 02:51:22
2372,993,258,3,2,759.06,2025-09-17 18:34:33
2373,20,233,2,1,133.58,2026-03-11 09:44:58
2374,326,17,4,1,355.08,2025-10-03 06:09:25
2375,486,196,4,3,426.75,2024-06-12 16:03:58
2376,87,154,4,4,1300.4,2024-05-21 18:05:39
2377,264,223,5,1,298.51,2025-11-03 23:37:11
2378,633,173,4,2,74.7,2025-07-25 20:37:53
2379,640,110,3,1,205.6,2025-10-21 07:36:41
2380,992,71,1,3,44.28,2025-02-22 22:38:22
2381,951,268,3,4,1272.6,2024-05-29 14:36:33
2382,840,32,1,2,404.18,2026-04-01 01:13:57
2383,700,19,4,4,1221.28,2025-08-19 00:30:14
2384,184,270,1,2,937.86,2024-12-04 15:22:56
2385,592,192,4,3,19.98,2024-10-11 00:33:59
2386,860,125,3,4,591.6,2026-04-15 23:08:30
2387,59,97,3,1,492.76,2025-10-06 05:36:44
2388,278,265,1,1,145.25,2024-09-03 06:35:23
2389,795,273,4,1,386.64,2025-01-21 06:32:10
2390,813,8,2,1,293.78,2025-02-16 07:25:55
2391,123,33,1,4,1729.76,2025-12-14 20:44:36
2392,518,297,5,3,1447.32,2025-12-13 11:33:32
2393,592,274,1,2,586.34,2025-01-29 17:41:18
2394,833,136,3,2,773.2,2024-11-27 19:24:44
2395,25,183,3,2,800.8,2025-02-09 21:02:51
2396,690,95,1,3,1172.94,2024-07-12 20:00:22
2397,146,231,1,3,144.18,2025-07-14 00:39:42
2398,846,235,5,3,135.36,2024-06-11 03:07:31
2399,368,160,3,4,639.44,2024-10-02 15:20:36
2400,820,29,4,1,373.4,2025-08-30 20:49:56
2401,741,64,3,1,449.23,2025-01-11 15:31:16
2402,269,184,5,4,38.8,2025-05-06 14:30:36
2403,169,259,3,1,8.16,2025-04-27 06:01:29
2404,377,214,2,4,134.52,2025-03-11 14:44:32
2405,492,210,2,1,119.18,2024-12-30 13:24:26
2406,39,100,5,1,138.0,2026-01-07 04:51:09
2407,56,226,3,1,140.11,2025-12-07 04:51:54
2408,654,23,2,1,121.77,2025-11-13 03:58:53
2409,957,54,2,1,23.09,2025-12-14 23:48:06
2410,845,272,1,2,307.96,2024-08-05 03:58:47
2411,695,128,5,1,240.64,2025-05-21 16:30:40
2412,598,256,1,3,1364.43,2025-06-12 06:28:20
2413,886,100,1,1,138.0,2024-11-03 00:20:29
2414,948,258,2,1,379.53,2025-03-04 22:53:10
2415,123,171,5,4,1398.64,2025-11-10 17:28:45
2416,59,193,1,4,722.16,2026-04-23 07:48:45
2417,260,95,5,1,390.98,2026-02-12 15:48:22
2418,891,254,5,1,7.55,2025-04-23 04:52:28
2419,81,30,1,2,804.82,2025-10-20 08:14:38
2420,89,208,5,2,839.44,2026-02-12 15:16:14
2421,266,293,5,1,434.69,2025-05-20 03:17:51
2422,288,47,3,2,862.02,2024-08-31 04:19:57
2423,888,154,2,3,975.3,2025-10-25 09:45:49
2424,353,157,5,1,354.26,2025-05-29 06:23:04
2425,769,131,3,3,415.83,2025-06-14 08:28:22
2426,740,163,3,1,485.67,2025-06-20 01:33:14
2427,542,296,1,1,212.77,2024-08-02 03:08:34
2428,330,220,1,3,243.54,2024-07-31 12:12:19
2429,147,259,4,3,24.48,2024-09-02 12:20:22
2430,143,235,3,1,45.12,2024-12-16 15:46:49
2431,90,208,4,1,419.72,2025-11-01 17:17:31
2432,84,77,1,1,428.57,2024-07-29 16:55:14
2433,485,78,3,3,604.83,2026-03-07 10:26:12
2434,782,104,4,3,211.44,2026-03-02 18:12:25
2435,339,175,4,2,792.82,2025-09-19 05:44:15
2436,723,95,1,1,390.98,2026-03-03 07:13:24
2437,77,206,4,2,745.92,2024-05-23 12:59:35
2438,822,112,5,3,173.28,2026-04-16 23:42:40
2439,27,70,2,2,204.16,2024-10-18 11:09:08
2440,365,189,5,3,1155.9,2026-03-13 05:27:33
2441,306,124,3,1,38.78,2024-08-21 15:24:33
2442,296,22,5,2,456.34,2024-08-28 10:31:10
2443,552,38,3,1,74.72,2026-01-10 07:53:54
2444,183,107,4,4,1830.32,2024-09-02 11:56:15
2445,86,137,2,2,84.38,2025-05-22 17:10:38
2446,336,95,5,1,390.98,2025-08-16 20:14:21
2447,602,59,3,4,813.52,2025-01-31 17:12:31
2448,72,270,4,1,468.93,2025-03-07 18:55:23
2449,56,223,3,4,1194.04,2025-09-17 16:35:41
2450,434,281,4,4,149.92,2024-10-03 14:44:30
2451,189,66,2,1,489.57,2024-10-17 16:01:32
2452,420,249,4,1,341.67,2024-10-29 02:01:14
2453,164,233,4,2,267.16,2026-01-31 14:24:51
2454,417,170,5,2,486.26,2025-10-05 12:48:19
2455,470,18,2,4,1547.08,2025-08-23 14:10:35
2456,592,15,5,3,166.8,2024-10-28 12:41:40
2457,811,188,5,1,139.49,2025-06-10 10:43:09
2458,711,17,2,4,1420.32,2025-10-26 07:14:50
2459,918,55,3,1,419.1,2025-10-08 21:51:58
2460,781,87,5,2,628.52,2025-02-10 13:38:01
2461,833,285,5,2,167.34,2024-08-08 03:25:14
2462,675,202,3,1,296.33,2026-01-26 18:16:04
2463,583,163,5,1,485.67,2024-12-04 00:39:13
2464,138,66,4,1,489.57,2025-11-21 08:06:32
2465,684,40,3,2,424.74,2026-01-08 21:21:37
2466,86,253,5,1,19.48,2024-09-25 00:04:48
2467,891,33,4,2,864.88,2024-07-04 12:41:46
2468,515,227,4,2,889.86,2025-05-30 21:52:31
2469,454,254,1,4,30.2,2024-11-28 04:33:18
2470,24,234,5,3,87.45,2026-02-20 13:42:01
2471,844,159,4,4,1144.52,2025-09-12 15:11:02
2472,798,18,4,3,1160.31,2025-09-05 03:48:15
2473,867,231,1,3,144.18,2026-04-26 21:02:16
2474,828,225,1,4,1757.36,2024-10-20 04:23:39
2475,31,59,4,2,406.76,2024-06-08 02:33:59
2476,353,235,3,3,135.36,2026-01-26 14:54:31
2477,992,18,1,2,773.54,2024-07-08 15:46:03
2478,679,71,2,2,29.52,2025-07-27 04:17:05
2479,245,76,3,3,1483.26,2025-10-17 22:48:19
2480,317,300,1,4,1790.32,2025-10-25 20:46:57
2481,25,160,4,2,319.72,2025-12-29 07:36:33
2482,735,166,5,3,690.9,2026-02-12 08:32:53
2483,175,1,3,1,245.75,2024-10-25 20:22:34
2484,86,62,1,2,84.74,2024-11-08 08:54:40
2485,718,105,3,2,179.96,2024-12-14 11:06:48
2486,525,163,3,2,971.34,2026-01-26 13:44:50
2487,952,111,5,4,1662.88,2025-03-21 05:34:19
2488,256,144,2,3,168.09,2026-01-12 05:14:15
2489,813,164,1,2,797.38,2025-04-04 05:09:35
2490,298,233,4,4,534.32,2026-01-25 00:42:42
2491,467,235,5,2,90.24,2025-05-15 22:29:42
2492,234,183,5,4,1601.6,2025-12-21 04:00:21
2493,873,107,2,3,1372.74,2024-09-04 04:36:33
2494,592,234,5,4,116.6,2024-06-06 01:54:33
2495,428,185,4,4,1539.04,2025-07-19 20:36:41
2496,364,202,2,2,592.66,2025-06-27 02:02:15
2497,836,127,1,3,921.45,2025-03-24 13:23:05
2498,626,264,3,3,1230.75,2025-10-06 23:37:35
2499,41,296,3,1,212.77,2025-09-09 10:04:57
2500,706,110,5,2,411.2,2024-06-04 07:03:32
2501,368,4,1,4,1394.0,2024-07-21 12:53:24
2502,902,166,2,3,690.9,2025-06-01 11:27:14
2503,474,17,4,3,1065.24,2025-04-16 09:43:06
2504,543,205,3,4,1234.56,2024-12-22 06:47:41
2505,207,107,2,3,1372.74,2024-11-22 06:43:05
2506,101,241,1,3,531.51,2024-09-12 05:44:51
2507,759,163,4,1,485.67,2025-09-04 22:52:06
2508,502,35,4,3,729.03,2025-09-09 16:41:38
2509,381,21,4,3,1263.06,2024-08-09 00:01:28
2510,609,55,5,3,1257.3,2025-05-16 00:55:36
2511,940,193,3,1,180.54,2024-11-11 23:08:33
2512,600,215,4,3,336.24,2025-11-27 04:29:05
2513,464,235,3,3,135.36,2025-05-13 07:25:29
2514,527,257,1,1,409.89,2026-05-01 15:21:24
2515,96,201,5,2,788.48,2025-03-14 22:22:03
2516,855,235,5,4,180.48,2024-06-01 09:55:37
2517,870,51,1,4,865.04,2025-03-30 07:16:56
2518,67,129,2,3,1431.81,2026-02-12 09:48:42
2519,757,111,1,4,1662.88,2024-09-21 04:20:54
2520,142,197,5,4,1975.68,2025-02-10 17:59:00
2521,888,79,1,3,224.52,2026-05-07 08:08:10
2522,531,127,5,1,307.15,2024-08-05 23:01:52
2523,445,207,2,2,239.36,2025-11-19 05:32:53
2524,105,236,5,2,118.38,2024-05-27 01:32:37
2525,172,157,2,4,1417.04,2025-07-31 06:24:19
2526,659,154,3,2,650.2,2024-08-08 11:59:20
2527,255,208,2,3,1259.16,2024-10-08 16:41:58
2528,860,171,2,2,699.32,2025-11-29 07:29:23
2529,711,221,4,3,703.11,2024-10-18 19:58:54
2530,836,128,5,4,962.56,2025-08-27 01:17:02
2531,133,55,5,2,838.2,2024-11-13 13:07:19
2532,670,29,2,3,1120.2,2026-02-06 15:30:03
2533,666,293,3,2,869.38,2024-09-18 04:17:04
2534,115,158,3,3,1499.04,2024-08-05 05:26:16
2535,122,299,5,1,159.42,2025-05-07 03:03:42
2536,889,297,2,1,482.44,2024-07-14 03:28:47
2537,463,127,5,1,307.15,2025-04-12 02:38:20
2538,995,91,3,4,703.48,2025-07-11 20:16:48
2539,544,269,5,3,1134.24,2025-08-10 06:26:03
2540,61,264,5,3,1230.75,2026-03-06 21:26:35
2541,553,149,4,3,1311.33,2025-11-10 00:17:18
2542,514,178,1,2,877.9,2025-06-08 14:49:48
2543,482,196,1,2,284.5,2025-03-11 05:19:42
2544,212,153,2,2,257.18,2024-07-16 09:02:21
2545,651,221,1,2,468.74,2025-09-18 19:14:23
2546,249,279,4,4,1302.2,2024-05-07 23:34:43
2547,276,2,3,2,725.04,2026-04-10 00:36:08
2548,505,78,4,1,201.61,2025-09-14 21:55:00
2549,653,228,3,4,1707.36,2024-06-19 16:19:12
2550,128,200,2,2,956.86,2025-06-18 16:55:12
2551,543,138,4,1,209.33,2025-04-24 23:06:17
2552,234,202,3,4,1185.32,2025-04-20 21:50:58
2553,148,29,1,4,1493.6,2024-06-27 02:27:55
2554,883,162,5,4,401.36,2025-09-05 22:19:39
2555,61,125,3,4,591.6,2024-05-16 12:23:24
2556,876,243,2,1,137.18,2025-08-02 02:54:45
2557,221,21,3,2,842.04,2025-06-30 09:34:26
2558,856,10,3,4,1895.64,2024-12-12 05:02:16
2559,263,145,1,4,201.32,2024-06-10 14:31:24
2560,762,114,2,3,410.76,2025-10-05 04:03:27
2561,499,33,5,3,1297.32,2024-07-12 22:55:52
2562,607,35,1,4,972.04,2024-08-12 01:00:14
2563,588,249,3,1,341.67,2024-05-28 15:11:10
2564,569,32,4,3,606.27,2025-04-27 22:28:08
2565,845,92,1,3,834.78,2024-08-01 01:34:54
2566,838,136,4,1,386.6,2025-08-20 06:51:40
2567,985,86,4,3,1340.61,2024-10-03 20:53:11
2568,791,180,4,2,990.44,2024-09-14 07:07:39
2569,175,251,5,1,83.51,2026-04-26 06:47:55
2570,952,105,2,3,269.94,2025-01-27 07:20:25
2571,775,49,1,4,613.2,2024-06-23 00:20:56
2572,762,75,2,1,54.22,2025-01-19 05:56:55
2573,794,66,5,3,1468.71,2024-05-30 12:22:09
2574,87,41,2,2,318.36,2025-12-07 15:41:49
2575,892,266,2,1,272.93,2024-10-31 15:02:49
2576,697,215,3,1,112.08,2026-01-03 17:09:07
2577,956,265,2,4,581.0,2024-05-22 22:32:44
2578,969,292,3,1,328.98,2024-05-14 22:28:11
2579,887,95,2,4,1563.92,2024-11-05 00:05:17
2580,68,246,5,4,331.52,2024-12-03 09:09:05
2581,884,254,5,2,15.1,2025-06-12 16:40:05
2582,410,259,4,2,16.32,2025-02-10 05:09:48
2583,637,188,1,4,557.96,2024-12-06 02:03:24
2584,747,250,4,2,702.0,2026-02-03 16:16:22
2585,345,72,3,4,691.76,2024-10-18 15:29:26
2586,668,115,1,2,601.44,2024-11-25 02:24:38
2587,228,245,2,2,661.86,2024-05-14 05:04:56
2588,528,42,1,2,584.78,2026-02-17 17:29:24
2589,278,19,2,3,915.96,2026-01-04 11:25:37
2590,585,112,2,3,173.28,2025-09-21 05:16:54
2591,373,85,3,3,969.75,2025-09-21 21:14:19
2592,105,281,5,3,112.44,2025-04-14 10:37:13
2593,730,61,4,3,285.15,2024-12-18 21:29:19
2594,354,204,2,2,604.8,2025-07-12 00:23:55
2595,517,197,4,4,1975.68,2026-01-11 11:33:49
2596,342,133,3,4,1686.24,2025-11-26 06:23:56
2597,253,265,5,2,290.5,2024-10-29 20:54:53
2598,411,138,2,1,209.33,2025-06-17 07:37:16
2599,746,61,3,2,190.1,2026-04-30 04:18:53
2600,646,113,5,2,145.52,2025-09-17 01:05:17
2601,454,191,3,4,1480.4,2026-02-13 15:59:58
2602,187,89,3,3,554.13,2026-01-22 07:29:43
2603,946,132,3,4,539.28,2025-01-21 06:27:00
2604,800,179,4,3,51.24,2025-03-08 06:00:56
2605,842,34,4,2,352.88,2024-11-17 11:42:25
2606,171,272,3,1,153.98,2025-03-11 01:04:34
2607,19,226,1,3,420.33,2025-08-29 21:19:02
2608,881,297,1,3,1447.32,2026-03-12 22:27:54
2609,222,103,3,2,648.6,2024-08-12 17:25:41
2610,867,68,4,2,413.9,2026-01-25 04:56:31
2611,282,119,4,1,194.65,2024-12-14 08:43:04
2612,646,129,1,3,1431.81,2024-05-18 18:51:09
2613,491,281,1,3,112.44,2025-04-28 09:05:52
2614,83,93,5,2,862.46,2024-05-23 06:29:28
2615,824,268,1,4,1272.6,2026-03-29 19:35:47
2616,583,17,5,1,355.08,2025-10-28 09:57:37
2617,122,10,4,2,947.82,2024-05-24 18:09:39
2618,273,293,2,2,869.38,2026-01-01 01:24:33
2619,730,241,5,1,177.17,2024-07-26 01:13:13
2620,416,216,3,4,1856.96,2025-02-08 11:18:58
2621,902,35,1,2,486.02,2026-01-29 01:48:27
2622,165,13,2,1,131.73,2025-08-06 19:25:37
2623,346,1,1,2,491.5,2024-06-07 18:09:21
2624,871,266,4,3,818.79,2024-06-15 03:20:09
2625,824,80,5,1,150.11,2026-02-26 05:04:49
2626,252,12,1,4,1021.64,2024-11-19 21:14:15
2627,724,282,3,2,330.38,2024-09-22 08:07:30
2628,751,268,5,2,636.3,2024-09-24 21:19:18
2629,317,58,5,2,539.12,2026-01-30 23:24:18
2630,546,263,5,3,956.49,2025-01-01 18:30:24
2631,271,227,1,2,889.86,2026-02-27 12:47:05
2632,59,251,3,2,167.02,2025-07-30 00:25:15
2633,180,207,5,3,359.04,2024-06-10 14:51:42
2634,121,253,5,4,77.92,2025-08-28 17:57:58
2635,766,288,5,3,257.97,2025-05-01 05:01:52
2636,69,86,2,3,1340.61,2025-06-20 23:26:35
2637,593,114,2,1,136.92,2025-06-05 14:06:28
2638,318,54,5,3,69.27,2026-02-18 13:30:37
2639,293,293,5,3,1304.07,2025-10-14 21:40:04
2640,447,291,4,3,1162.65,2025-03-12 13:06:25
2641,892,222,2,2,231.58,2024-12-01 13:13:16
2642,244,154,1,4,1300.4,2025-06-24 19:10:20
2643,647,8,5,4,1175.12,2025-04-09 02:36:52
2644,638,159,3,2,572.26,2024-12-07 10:45:29
2645,652,176,4,3,1110.72,2025-10-18 15:26:02
2646,447,74,4,4,1122.32,2024-07-29 15:58:20
2647,357,233,4,2,267.16,2025-12-12 13:46:18
2648,634,203,5,2,880.32,2024-12-16 21:42:25
2649,93,176,2,3,1110.72,2026-01-10 21:36:19
2650,184,95,1,1,390.98,2024-09-11 06:33:11
2651,749,265,3,3,435.75,2024-11-07 14:10:54
2652,646,114,3,3,410.76,2024-09-14 19:18:38
2653,637,204,5,2,604.8,2024-06-24 10:41:19
2654,810,13,4,3,395.19,2025-11-19 19:05:44
2655,85,20,2,4,1478.16,2026-03-12 05:51:09
2656,92,88,5,1,133.41,2025-05-20 12:50:51
2657,765,252,4,2,961.7,2025-02-01 10:16:50
2658,867,168,2,2,653.66,2025-10-13 12:38:33
2659,809,106,1,2,686.36,2024-12-19 02:06:09
2660,640,47,5,4,1724.04,2026-02-06 19:50:21
2661,257,300,3,3,1342.74,2025-05-17 21:26:22
2662,720,115,3,3,902.16,2024-10-06 22:08:34
2663,682,82,2,1,47.33,2025-04-19 11:54:16
2664,826,146,3,2,145.46,2026-03-18 21:04:11
2665,252,89,3,2,369.42,2026-02-04 22:45:50
2666,492,63,3,4,759.16,2024-12-02 14:01:02
2667,487,280,1,2,760.68,2025-05-25 08:44:51
2668,933,94,5,3,1423.44,2025-03-24 22:03:23
2669,437,152,4,1,320.43,2024-09-03 23:57:34
2670,868,40,5,2,424.74,2025-07-01 01:36:31
2671,757,170,2,1,243.13,2026-04-01 11:38:46
2672,511,260,3,1,46.63,2025-01-12 01:24:42
2673,882,57,2,3,1075.38,2024-07-12 00:13:16
2674,816,173,3,4,149.4,2025-09-29 07:51:43
2675,247,218,5,1,201.14,2025-10-12 12:28:00
2676,31,47,4,4,1724.04,2024-12-10 22:54:27
2677,839,108,5,2,816.9,2024-08-23 12:05:28
2678,272,171,4,1,349.66,2024-07-10 22:24:35
2679,586,256,1,4,1819.24,2025-12-12 14:18:15
2680,128,235,1,1,45.12,2024-09-29 15:18:30
2681,157,59,1,1,203.38,2025-07-20 11:31:46
2682,704,24,1,4,1681.0,2025-11-30 23:11:40
2683,948,80,5,1,150.11,2024-05-20 22:36:07
2684,900,166,1,4,921.2,2025-09-29 11:35:56
2685,849,71,3,1,14.76,2024-10-24 12:16:31
2686,221,286,1,3,1495.74,2026-01-05 11:59:08
2687,466,99,2,2,489.94,2025-05-11 20:43:02
2688,610,42,3,3,877.17,2026-02-19 08:26:53
2689,920,227,3,2,889.86,2024-10-11 06:28:30
2690,589,45,3,3,1463.67,2025-05-04 18:52:02
2691,652,177,4,2,887.12,2025-09-28 17:10:20
2692,172,92,5,1,278.26,2025-12-12 03:42:17
2693,364,179,5,2,34.16,2024-06-13 06:09:40
2694,280,19,3,4,1221.28,2025-01-01 08:27:18
2695,371,265,3,4,581.0,2025-12-17 03:40:39
2696,870,168,3,1,326.83,2025-02-04 02:36:37
2697,920,191,5,1,370.1,2026-02-05 03:19:59
2698,438,170,5,1,243.13,2024-06-11 06:39:45
2699,986,14,5,4,1746.8,2025-03-04 23:01:26
2700,646,37,5,2,42.52,2026-05-05 15:29:19
2701,983,38,3,1,74.72,2026-02-24 03:00:37
2702,196,243,4,3,411.54,2025-07-02 00:03:07
2703,547,215,3,4,448.32,2024-07-27 11:26:00
2704,602,252,3,4,1923.4,2025-09-29 23:05:23
2705,937,131,5,4,554.44,2024-12-25 19:50:53
2706,654,252,2,3,1442.55,2025-08-14 02:34:39
2707,454,123,2,4,1214.24,2024-06-18 04:33:33
2708,680,51,3,1,216.26,2024-09-28 23:14:17
2709,589,160,1,1,159.86,2026-02-13 03:21:42
2710,767,11,5,4,1825.48,2025-03-27 04:38:30
2711,409,32,4,2,404.18,2025-01-02 09:35:13
2712,387,228,3,4,1707.36,2026-02-25 06:35:33
2713,751,207,3,1,119.68,2025-01-26 13:47:19
2714,557,105,4,1,89.98,2026-02-21 03:50:34
2715,234,189,4,2,770.6,2025-07-11 16:13:56
2716,737,142,1,4,24.64,2025-05-24 20:38:06
2717,82,135,1,3,244.68,2025-10-26 02:58:20
2718,243,55,5,1,419.1,2025-02-01 09:23:13
2719,440,56,1,2,75.06,2025-02-25 16:06:37
2720,419,88,1,4,533.64,2024-11-15 02:53:03
2721,8,215,5,3,336.24,2025-07-28 19:59:08
2722,552,182,3,1,195.06,2025-05-13 22:50:07
2723,478,231,3,3,144.18,2025-06-03 09:22:37
2724,848,115,1,4,1202.88,2025-08-11 05:58:46
2725,18,272,4,4,615.92,2026-03-10 06:18:08
2726,813,192,3,1,6.66,2025-01-25 20:35:19
2727,990,218,1,2,402.28,2025-07-02 01:09:11
2728,999,29,5,1,373.4,2024-08-12 15:06:04
2729,521,24,4,1,420.25,2025-08-19 11:16:45
2730,347,172,5,3,669.93,2026-05-07 02:57:38
2731,712,76,4,4,1977.68,2025-08-12 00:27:59
2732,573,245,5,2,661.86,2025-02-07 16:35:14
2733,155,257,4,2,819.78,2024-06-26 11:39:19
2734,68,277,1,3,1485.36,2025-10-22 00:36:05
2735,449,259,4,3,24.48,2024-12-04 08:10:07
2736,847,95,2,2,781.96,2026-01-20 20:19:55
2737,733,123,3,2,607.12,2024-09-07 10:41:25
2738,925,273,5,4,1546.56,2025-10-14 13:07:27
2739,406,125,1,1,147.9,2024-10-13 14:35:27
2740,563,178,3,4,1755.8,2025-07-12 18:46:21
2741,839,170,5,4,972.52,2025-11-13 09:57:50
2742,560,57,5,2,716.92,2025-07-22 03:35:28
2743,99,15,5,1,55.6,2025-05-22 18:24:01
2744,179,62,5,1,42.37,2025-05-08 01:33:56
2745,646,26,2,4,1742.4,2024-07-25 09:12:02
2746,8,4,5,3,1045.5,2026-04-10 08:54:50
2747,149,25,5,3,1258.68,2024-06-06 06:28:35
2748,945,43,1,1,113.95,2024-11-20 18:39:33
2749,185,42,4,1,292.39,2026-03-18 13:04:16
2750,398,53,4,2,473.54,2026-01-04 05:17:14
2751,76,197,3,4,1975.68,2025-01-20 16:58:59
2752,7,292,4,3,986.94,2024-08-19 23:25:29
2753,942,221,4,4,937.48,2025-05-05 14:41:37
2754,143,49,5,3,459.9,2026-03-12 03:43:57
2755,14,298,4,4,562.96,2024-12-19 09:53:28
2756,527,234,4,3,87.45,2024-08-27 03:58:20
2757,471,93,1,1,431.23,2026-01-06 06:29:39
2758,52,181,1,4,1751.92,2025-06-01 01:59:59
2759,820,43,5,2,227.9,2026-02-12 10:20:40
2760,260,197,5,3,1481.76,2024-12-26 02:23:40
2761,255,220,1,2,162.36,2025-08-26 09:44:50
2762,990,255,2,2,341.76,2025-09-04 03:45:39
2763,707,242,5,2,548.34,2024-07-07 20:37:04
2764,299,245,2,4,1323.72,2024-12-19 23:26:12
2765,453,212,4,2,194.58,2024-12-25 07:28:09
2766,594,83,3,1,424.82,2025-12-01 11:52:55
2767,612,256,1,1,454.81,2024-12-01 22:13:33
2768,63,290,1,1,114.28,2025-07-30 02:51:25
2769,837,15,3,3,166.8,2025-10-21 04:21:04
2770,412,259,4,4,32.64,2025-08-08 14:36:07
2771,671,45,3,1,487.89,2025-09-30 20:19:01
2772,763,165,1,1,431.71,2025-01-17 06:30:57
2773,401,65,3,3,621.96,2025-07-13 02:33:36
2774,794,181,2,3,1313.94,2026-02-21 16:29:57
2775,30,266,4,1,272.93,2025-09-11 01:44:09
2776,320,105,1,2,179.96,2025-01-07 21:50:55
2777,660,105,5,1,89.98,2026-02-27 20:25:28
2778,641,258,2,3,1138.59,2024-08-19 09:03:30
